year,name,percent,sex
1961,Delores,0.000573,girl
1961,Allison,0.00057,girl
1961,Kristine,0.000566,girl
1961,Christy,0.000561,girl
1961,Claudia,0.00056,girl
1961,Edith,0.000559,girl
1961,Emily,0.000553,girl
1961,Margie,0.000549,girl
1961,Pauline,0.000549,girl
1961,Marla,0.000548,girl
1961,Erin,0.000546,girl
1961,Betsy,0.000545,girl
1961,Susie,0.000545,girl
1961,Angie,0.000538,girl
1961,Nora,0.000537,girl
1961,Terrie,0.000535,girl
1961,Kelli,0.000532,girl
1961,Heather,0.000531,girl
1961,Mona,0.000527,girl
1961,Priscilla,0.000525,girl
1961,Ginger,0.000521,girl
1961,Lucy,0.00052,girl
1961,Therese,0.00052,girl
1961,Lorrie,0.000509,girl
1961,Amanda,0.000509,girl
1961,Janie,0.000506,girl
1961,Gretchen,0.000504,girl
1961,Kerry,0.000501,girl
1961,Edna,0.000501,girl
1961,Myra,0.000499,girl
1961,Rochelle,0.000499,girl
1961,Georgia,0.000497,girl
1961,Patsy,0.000491,girl
1961,Antoinette,0.000485,girl
1961,Mildred,0.000479,girl
1961,Sonia,0.000473,girl
1961,Jayne,0.000472,girl
1961,Rosemarie,0.000465,girl
1961,Cecilia,0.000463,girl
1961,Nadine,0.000459,girl
1961,Miriam,0.000456,girl
1961,Francine,0.000454,girl
1961,Tara,0.000454,girl
1961,Bonita,0.000448,girl
1961,Cathleen,0.000448,girl
1961,Marian,0.000437,girl
1961,Shawn,0.000433,girl
1961,Bobbie,0.000432,girl
1961,Emma,0.000427,girl
1961,Gwen,0.000425,girl
1961,Patrice,0.000425,girl
1961,Jeannie,0.000425,girl
1961,Kari,0.000425,girl
1961,Kellie,0.000423,girl
1961,Sabrina,0.000423,girl
1961,Traci,0.000423,girl
1961,Clara,0.000422,girl
1961,Jeannette,0.000422,girl
1961,Katrina,0.000422,girl
1961,Leticia,0.000418,girl
1961,Sonja,0.000418,girl
1961,Dora,0.000418,girl
1961,Joanna,0.000416,girl
1961,Rene,0.000414,girl
1961,Vera,0.000413,girl
1961,Celeste,0.000412,girl
1961,Irma,0.000407,girl
1961,Leigh,0.000405,girl
1961,Kristin,0.000396,girl
1961,Lana,0.000395,girl
1961,Gladys,0.000395,girl
1961,Claire,0.000392,girl
1961,Lucinda,0.000391,girl
1961,Leah,0.000389,girl
1961,Deirdre,0.000382,girl
1961,Alma,0.000379,girl
1961,Candy,0.000377,girl
1961,Faith,0.000377,girl
1961,Molly,0.000377,girl
1961,Thelma,0.000372,girl
1961,Paulette,0.000371,girl
1961,Dena,0.000371,girl
1961,Trina,0.00037,girl
1961,Beatrice,0.000369,girl
1961,Bernice,0.000369,girl
1961,Lesa,0.000367,girl
1961,Laurel,0.000365,girl
1961,Nanette,0.000363,girl
1961,Eleanor,0.000361,girl
1961,Marion,0.00036,girl
1961,Bertha,0.000356,girl
1961,Candace,0.000356,girl
1961,Dina,0.000354,girl
1961,Billie,0.000353,girl
1961,Luann,0.000351,girl
1961,Karin,0.00035,girl
1961,Wilma,0.000346,girl
1961,Lauri,0.000346,girl
1961,Jeri,0.000346,girl
1961,Ella,0.000344,girl
1961,Janis,0.000342,girl
1961,Iris,0.000341,girl
1961,Tracie,0.00034,girl
1961,Ida,0.000338,girl
1961,Adrienne,0.000333,girl
1961,Jeanine,0.000331,girl
1961,Jennie,0.000329,girl
1961,Marcella,0.000328,girl
1961,Trudy,0.000328,girl
1961,Rosie,0.000326,girl
1961,Lorri,0.000325,girl
1961,Naomi,0.000325,girl
1961,Daphne,0.000322,girl
1961,Jessica,0.000321,girl
1961,Danielle,0.00032,girl
1961,Leanne,0.00032,girl
1961,Liz,0.00032,girl
1961,Polly,0.000317,girl
1961,Faye,0.000316,girl
1961,Jolene,0.000313,girl
1961,Ana,0.000312,girl
1961,Florence,0.000307,girl
1961,Lucille,0.000305,girl
1961,Ethel,0.000304,girl
1961,Maxine,0.000302,girl
1961,Cherie,0.000302,girl
1961,Dee,0.0003,girl
1961,Angelia,0.0003,girl
1961,Rosalind,0.0003,girl
1961,Kris,0.000297,girl
1961,Della,0.000296,girl
1961,Pat,0.000293,girl
1961,Jeannine,0.00029,girl
1961,Alisa,0.000289,girl
1961,Tammi,0.000289,girl
1961,Angel,0.000287,girl
1961,Gay,0.000287,girl
1961,Stella,0.000287,girl
1961,Katie,0.000286,girl
1961,Lorna,0.000285,girl
1961,Susanne,0.000283,girl
1961,Debby,0.000283,girl
1961,Noreen,0.000282,girl
1961,Tamera,0.000281,girl
1961,Darcy,0.000281,girl
1961,Kristy,0.00028,girl
1961,Janette,0.000278,girl
1961,Amelia,0.000276,girl
1961,Corinne,0.000276,girl
1961,Madeline,0.000274,girl
1961,Lena,0.000273,girl
1961,Cecelia,0.000272,girl
1961,Desiree,0.00027,girl
1961,Kristina,0.00027,girl
1961,Jodie,0.000265,girl
1961,Olga,0.000265,girl
1961,Leann,0.000264,girl
1961,Jerri,0.000264,girl
1961,Monique,0.000263,girl
1961,Marcy,0.000262,girl
1961,Margarita,0.000262,girl
1961,Camille,0.000261,girl
1961,Elisa,0.00026,girl
1961,Valarie,0.00026,girl
1961,Kristen,0.000259,girl
1961,Mindy,0.000259,girl
1961,Kathi,0.000258,girl
1961,Celia,0.000255,girl
1961,Christie,0.000255,girl
1961,Velma,0.000253,girl
1961,Rena,0.000252,girl
1961,Suzette,0.00025,girl
1961,Sondra,0.000249,girl
1961,Deanne,0.000249,girl
1961,Hazel,0.000248,girl
1961,Ladonna,0.000248,girl
1961,Hope,0.000246,girl
1961,Lillie,0.000245,girl
1961,Kerri,0.000245,girl
1961,Marguerite,0.000244,girl
1961,Rosalie,0.000244,girl
1961,Willie,0.000241,girl
1961,Tamra,0.000238,girl
1961,Johnna,0.000236,girl
1961,Marybeth,0.000235,girl
1961,Colette,0.000234,girl
1961,Benita,0.000231,girl
1961,Gale,0.00023,girl
1961,Lou,0.000228,girl
1961,Robbin,0.000228,girl
1961,Jessie,0.000226,girl
1961,Robbie,0.000226,girl
1961,Deana,0.000226,girl
1961,Delia,0.000226,girl
1961,Mitzi,0.000225,girl
1961,Verna,0.000224,girl
1961,Gayla,0.000222,girl
1961,Margo,0.000222,girl
1961,Lynnette,0.000221,girl
1961,Deidre,0.000219,girl
1961,Barb,0.000218,girl
1961,Laverne,0.000218,girl
1961,Danette,0.000216,girl
1961,Lenora,0.000216,girl
1961,Dale,0.000215,girl
1961,Kimberlee,0.000214,girl
1961,Freda,0.000214,girl
1961,Judi,0.00021,girl
1961,Olivia,0.00021,girl
1961,Harriet,0.000209,girl
1961,Janelle,0.000208,girl
1961,Randi,0.000207,girl
1961,Leona,0.000206,girl
1961,Geneva,0.000205,girl
1961,Hilda,0.000204,girl
1961,Ingrid,0.000204,girl
1961,Cora,0.000201,girl
1961,Maryellen,0.000201,girl
1961,Viola,0.000201,girl
1961,Daisy,0.000198,girl
1961,Guadalupe,0.000196,girl
1961,Annmarie,0.000194,girl
1961,Coleen,0.000194,girl
1961,Elise,0.000194,girl
1961,Julianne,0.000194,girl
1961,Lea,0.000194,girl
1961,Megan,0.000194,girl
1961,Cindi,0.000192,girl
1961,Elena,0.000192,girl
1961,Lola,0.000191,girl
1961,Agnes,0.000191,girl
1961,Kathie,0.000191,girl
1961,Bobbi,0.000189,girl
1961,Felecia,0.000188,girl
1961,Shelby,0.000186,girl
1961,Roseann,0.000186,girl
1961,Ernestine,0.000184,girl
1961,Dixie,0.000184,girl
1961,Helene,0.000184,girl
1961,Alesia,0.000183,girl
1961,Deann,0.000183,girl
1961,Tamela,0.000183,girl
1961,Kristie,0.000182,girl
1961,Deloris,0.000182,girl
1961,Bridgette,0.000181,girl
1961,Johanna,0.000181,girl
1961,Rachelle,0.000181,girl
1961,Tonia,0.00018,girl
1961,Luanne,0.000179,girl
1961,Maryanne,0.000178,girl
1961,Elisabeth,0.000177,girl
1961,Maura,0.000176,girl
1961,Isabel,0.000176,girl
1961,Stacie,0.000176,girl
1961,Greta,0.000174,girl
1961,Sallie,0.000174,girl
1961,Jeanie,0.000173,girl
1961,Christi,0.000173,girl
1961,Mae,0.000173,girl
1961,Sandi,0.000172,girl
1961,Deena,0.000172,girl
1961,Kendra,0.000169,girl
1961,Marta,0.000168,girl
1961,Pearl,0.000167,girl
1961,Krista,0.000166,girl
1961,Mari,0.000166,girl
1961,Paige,0.000166,girl
1961,Myrna,0.000166,girl
1961,Ada,0.000165,girl
1961,Elsie,0.000165,girl
1961,Rosanne,0.000165,girl
1961,Johnnie,0.000164,girl
1961,Rosalyn,0.000164,girl
1961,Cara,0.000164,girl
1961,Saundra,0.000163,girl
1961,Amber,0.000161,girl
1961,Clare,0.000161,girl
1961,Denice,0.000161,girl
1961,Jacquline,0.000161,girl
1961,Nellie,0.00016,girl
1961,Renae,0.00016,girl
1961,Eunice,0.00016,girl
1961,Leeann,0.00016,girl
1961,Velvet,0.00016,girl
1961,Eugenia,0.000159,girl
1961,Katharine,0.000159,girl
1961,Malinda,0.000159,girl
1961,Michael,0.000157,girl
1961,Sophia,0.000157,girl
1961,Leisa,0.000156,girl
1961,Mattie,0.000154,girl
1961,Minnie,0.000154,girl
1961,Roxann,0.000154,girl
1961,Genevieve,0.000154,girl
1961,Geri,0.000154,girl
1961,Kara,0.000154,girl
1961,Laureen,0.000154,girl
1961,Violet,0.000153,girl
1961,Sharron,0.000153,girl
1961,Tena,0.000153,girl
1961,Alberta,0.000152,girl
1961,Bessie,0.000152,girl
1961,Kaye,0.000152,girl
1961,Danita,0.000151,girl
1961,Caryn,0.00015,girl
1961,Janna,0.00015,girl
1961,Juli,0.000149,girl
1961,Penelope,0.000149,girl
1961,Dorothea,0.000149,girl
1961,Lorene,0.000148,girl
1961,Marcie,0.000148,girl
1961,Reba,0.000148,girl
1961,Roslyn,0.000148,girl
1961,Diann,0.000147,girl
1961,Eve,0.000147,girl
1961,Maggie,0.000147,girl
1961,Claudette,0.000147,girl
1961,Tricia,0.000147,girl
1961,Marylou,0.000145,girl
1961,Renita,0.000145,girl
1961,Carlene,0.000145,girl
1961,Charmaine,0.000144,girl
1961,Flora,0.000144,girl
1961,Letitia,0.000144,girl
1961,Lorena,0.000144,girl
1961,Nikki,0.000144,girl
1961,Lourdes,0.000144,girl
1961,Marisa,0.000144,girl
1961,Edwina,0.000143,girl
1961,Marci,0.000143,girl
1961,Frankie,0.000142,girl
1961,Maryjo,0.000141,girl
1961,Dona,0.00014,girl
1961,Jenifer,0.000139,girl
1961,Robert,0.000139,girl
1961,Arleen,0.000138,girl
1961,Blanca,0.000138,girl
1961,Geralyn,0.000138,girl
1961,James,0.000137,girl
1961,Lucia,0.000137,girl
1961,Caren,0.000137,girl
1961,Elsa,0.000137,girl
1961,Simone,0.000136,girl
1961,Shawna,0.000135,girl
1961,Luz,0.000134,girl
1961,Estella,0.000134,girl
1961,Brigitte,0.000133,girl
1961,John,0.000133,girl
1961,Lesley,0.000133,girl
1961,Allyson,0.000133,girl
1961,Nita,0.000133,girl
1961,Adele,0.000133,girl
1961,Rosalinda,0.000133,girl
1961,Janell,0.000132,girl
1961,Lesia,0.000132,girl
1961,Antonia,0.000132,girl
1961,Nicole,0.000132,girl
1961,Roxanna,0.000132,girl
1961,Gena,0.000131,girl
1961,Lupe,0.000131,girl
1961,Rae,0.000131,girl
1961,Gracie,0.000131,girl
1961,Corina,0.00013,girl
1961,Rosetta,0.00013,girl
1961,Merry,0.000129,girl
1961,Patrica,0.000129,girl
1961,Terese,0.000129,girl
1961,Gigi,0.000128,girl
1961,Misty,0.000128,girl
1961,Silvia,0.000127,girl
1961,Ava,0.000127,girl
1961,Lila,0.000126,girl
1961,Marina,0.000126,girl
1961,Pamala,0.000125,girl
1961,Glenna,0.000124,girl
1961,Selena,0.000124,girl
1961,Karyn,0.000123,girl
1961,Libby,0.000123,girl
1961,Meredith,0.000123,girl
1961,Deidra,0.000122,girl
1961,Sheree,0.000122,girl
1961,Josie,0.000122,girl
1961,Wendi,0.000122,girl
1961,Twila,0.000121,girl
1961,Annemarie,0.000121,girl
1961,Debi,0.000121,girl
1961,Corrine,0.00012,girl
1961,Keri,0.00012,girl
1961,Pattie,0.00012,girl
1961,Jami,0.00012,girl
1961,Vickey,0.00012,girl
1961,Maritza,0.00012,girl
1961,Fran,0.000119,girl
1961,Aileen,0.000118,girl
1961,Mamie,0.000118,girl
1961,Fay,0.000117,girl
1961,Georgette,0.000117,girl
1961,Shellie,0.000117,girl
1961,Teressa,0.000117,girl
1961,Alfreda,0.000117,girl
1961,Erma,0.000117,girl
1961,Hattie,0.000117,girl
1961,Suzan,0.000117,girl
1961,Bridgett,0.000116,girl
1961,Erica,0.000116,girl
1961,Nannette,0.000116,girl
1961,Candice,0.000115,girl
1961,Henrietta,0.000115,girl
1961,Kirsten,0.000115,girl
1961,Helena,0.000115,girl
1961,Angelina,0.000114,girl
1961,Dinah,0.000114,girl
1961,Melba,0.000114,girl
1961,Abby,0.000114,girl
1961,Cathryn,0.000114,girl
1961,Clarissa,0.000114,girl
1961,Lenore,0.000114,girl
1961,Graciela,0.000113,girl
1961,Shauna,0.000113,girl
1961,David,0.000112,girl
1961,Abigail,0.000112,girl
1961,Jewel,0.000112,girl
1961,Ruthie,0.000112,girl
1961,Kitty,0.000111,girl
1961,Lisha,0.000111,girl
1961,Roxane,0.000111,girl
1961,Ilene,0.000111,girl
1961,Shelli,0.000111,girl
1961,Gaye,0.00011,girl
1961,Melodie,0.00011,girl
1961,Migdalia,0.00011,girl
1961,Loraine,0.00011,girl
1961,Valorie,0.00011,girl
1961,Bernadine,0.000109,girl
1961,Bethany,0.000109,girl
1961,Inez,0.000109,girl
1961,Justine,0.000109,girl
1961,Raquel,0.000109,girl
1961,Sharlene,0.000109,girl
1961,Dorene,0.000109,girl
1961,Karol,0.000108,girl
1961,Kyle,0.000108,girl
1961,Nelda,0.000108,girl
1961,Antionette,0.000107,girl
1961,Jocelyn,0.000107,girl
1961,Tana,0.000107,girl
1961,Kate,0.000106,girl
1961,Avis,0.000106,girl
1961,Carmela,0.000106,girl
1961,Juliana,0.000105,girl
1961,Minerva,0.000103,girl
1961,Alexandra,0.000103,girl
1961,Lyn,0.000102,girl
1961,Pennie,0.000102,girl
1961,Rhoda,0.000102,girl
1961,Dori,0.000102,girl
1961,Christa,0.000101,girl
1961,Ginny,0.000101,girl
1961,Lawanda,0.000101,girl
1961,Liza,0.000101,girl
1961,Ivy,0.000101,girl
1961,Vonda,0.0001,girl
1961,Etta,0.0001,girl
1961,Hilary,0.0001,girl
1961,Lula,0.0001,girl
1961,Louann,9.9e-05,girl
1961,Maribeth,9.9e-05,girl
1961,Fannie,9.8e-05,girl
1961,Valeria,9.8e-05,girl
1961,William,9.8e-05,girl
1961,Francis,9.8e-05,girl
1961,Kathrine,9.8e-05,girl
1961,Selina,9.8e-05,girl
1961,Susanna,9.8e-05,girl
1961,Venus,9.8e-05,girl
1961,Elvira,9.7e-05,girl
1961,Gerri,9.7e-05,girl
1961,Mariann,9.6e-05,girl
1961,Leesa,9.6e-05,girl
1961,Venita,9.6e-05,girl
1961,Erika,9.5e-05,girl
1961,Cherri,9.5e-05,girl
1961,Ivette,9.5e-05,girl
1961,Loriann,9.5e-05,girl
1961,Juliet,9.4e-05,girl
1961,Tamie,9.4e-05,girl
1961,Tonja,9.4e-05,girl
1961,Cari,9.4e-05,girl
1961,Danna,9.4e-05,girl
1961,Lela,9.4e-05,girl
1961,Starla,9.3e-05,girl
1961,Annamarie,9.3e-05,girl
1961,Leila,9.3e-05,girl
1961,Missy,9.3e-05,girl
1961,Tresa,9.3e-05,girl
1961,Tori,9.2e-05,girl
1961,Kandy,9.2e-05,girl
1961,Madonna,9.2e-05,girl
1961,Rachael,9.2e-05,girl
1961,Vikki,9.1e-05,girl
1961,Chandra,9e-05,girl
1961,Cristina,9e-05,girl
1961,Dottie,9e-05,girl
1961,Jacquelin,9e-05,girl
1961,Myrtle,9e-05,girl
1961,Rebekah,9e-05,girl
1961,Dolly,9e-05,girl
1961,Gabrielle,9e-05,girl
1961,Karon,9e-05,girl
1961,Mara,9e-05,girl
1961,Marietta,9e-05,girl
1961,Althea,8.9e-05,girl
1961,Cathie,8.9e-05,girl
1961,Cherry,8.9e-05,girl
1961,Darleen,8.9e-05,girl
1961,Cheryle,8.9e-05,girl
1961,Cyndi,8.9e-05,girl
1961,Roseanne,8.9e-05,girl
1961,Valencia,8.9e-05,girl
1961,Susana,8.8e-05,girl
1961,Ursula,8.8e-05,girl
1961,Mercedes,8.7e-05,girl
1961,Teena,8.7e-05,girl
1961,Aida,8.6e-05,girl
1961,Aimee,8.6e-05,girl
1961,Babette,8.6e-05,girl
1961,Bambi,8.6e-05,girl
1961,Blanche,8.6e-05,girl
1961,Lucretia,8.6e-05,girl
1961,Dawna,8.5e-05,girl
1961,Elva,8.5e-05,girl
1961,Lavonne,8.5e-05,girl
1961,Eloise,8.5e-05,girl
1961,Dayna,8.4e-05,girl
1961,Georgina,8.4e-05,girl
1961,Lanette,8.3e-05,girl
1961,Gertrude,8.3e-05,girl
1961,Muriel,8.3e-05,girl
1961,Tania,8.3e-05,girl
1961,Esmeralda,8.2e-05,girl
1961,Karrie,8.2e-05,girl
1961,Katy,8.2e-05,girl
1961,Charla,8.2e-05,girl
1961,Leanna,8.2e-05,girl
1961,Roxie,8.2e-05,girl
1961,Suzy,8.2e-05,girl
1961,Letha,8.1e-05,girl
1961,Carleen,8.1e-05,girl
1961,Delphine,8.1e-05,girl
1961,Joanie,8.1e-05,girl
1961,Magdalena,8.1e-05,girl
1961,Mimi,8.1e-05,girl
1961,Bettina,8e-05,girl
1961,Carolina,8e-05,girl
1961,Corinna,8e-05,girl
1961,Sherie,8e-05,girl
1961,Debbi,8e-05,girl
1961,Jacki,8e-05,girl
1961,Jacklyn,8e-05,girl
1961,Zelda,8e-05,girl
1961,Marilee,8e-05,girl
1961,Bonny,7.9e-05,girl
1961,Fern,7.9e-05,girl
1961,Jacque,7.9e-05,girl
1961,Maryjane,7.9e-05,girl
1961,Portia,7.9e-05,girl
1961,Juliann,7.9e-05,girl
1961,Cassie,7.8e-05,girl
1961,Cathi,7.8e-05,girl
1961,Jeana,7.8e-05,girl
1961,Martina,7.8e-05,girl
1961,Treva,7.8e-05,girl
1961,Carey,7.7e-05,girl
1961,Madelyn,7.7e-05,girl
1961,Sherrill,7.7e-05,girl
1961,Suzie,7.7e-05,girl
1961,Trena,7.7e-05,girl
1961,Mark,7.7e-05,girl
1961,Ora,7.7e-05,girl
1961,Alana,7.6e-05,girl
1961,Camilla,7.6e-05,girl
1961,Donita,7.6e-05,girl
1961,Sharla,7.6e-05,girl
1961,Melisa,7.6e-05,girl
1961,Rosanna,7.6e-05,girl
1961,Deedee,7.5e-05,girl
1961,Lilly,7.5e-05,girl
1961,Louisa,7.5e-05,girl
1961,Nanci,7.5e-05,girl
1961,Nola,7.5e-05,girl
1961,Rosario,7.5e-05,girl
1961,Winifred,7.5e-05,girl
1961,Collette,7.5e-05,girl
1961,Earnestine,7.5e-05,girl
1961,Juana,7.5e-05,girl
1961,Lindy,7.5e-05,girl
1961,Mavis,7.5e-05,girl
1961,Sabra,7.5e-05,girl
1961,Alexis,7.4e-05,girl
1961,Cornelia,7.4e-05,girl
1961,Estelle,7.4e-05,girl
1961,Meg,7.4e-05,girl
1961,Twyla,7.4e-05,girl
1961,Millie,7.4e-05,girl
1961,Carmella,7.3e-05,girl
1961,Dedra,7.3e-05,girl
1961,Edie,7.3e-05,girl
1961,Ina,7.3e-05,girl
1961,Randy,7.3e-05,girl
1961,Ruthann,7.3e-05,girl
1961,Hannah,7.2e-05,girl
